[2023-05-23 07:49:55.028] [info] SimpferPPBelowKMax dataset_name yelp-150d, topk 100
[2023-05-23 07:49:55.029] [info] dataset_dir /home/zhengbian/Dataset/ReverseMIPS
[2023-05-23 07:49:55.029] [info] index_dir /home/zhengbian/reverse-k-ranks/index
[2023-05-23 07:49:58.033] [info] n_data_item 159585, n_query_item 1000, n_user 2189457, vec_dim 150
[2023-05-23 07:49:58.033] [info] input parameter: simpfer_k_max 2498, stop_time 3600s
[2023-05-23 08:15:11.407] [info] finish preprocess and save the index
[2023-05-23 08:15:11.468] [info] queryID 0, result_size 0, rtk_topk 1, accu_ip_cost 2136179, accu_query_time 0.06s,
[2023-05-23 08:17:52.125] [info] queryID 232, result_size 0, rtk_topk 64, accu_ip_cost 2083955, accu_query_time 0.20s,
[2023-05-23 08:17:52.159] [info] queryID 232, result_size 0, rtk_topk 128, accu_ip_cost 2112651, accu_query_time 0.24s,
[2023-05-23 08:17:52.194] [info] queryID 232, result_size 0, rtk_topk 256, accu_ip_cost 2135159, accu_query_time 0.27s,
[2023-05-23 08:17:52.229] [info] queryID 232, result_size 3, rtk_topk 512, accu_ip_cost 2150187, accu_query_time 0.31s,
[2023-05-23 08:17:52.264] [info] queryID 232, result_size 6, rtk_topk 1024, accu_ip_cost 2163549, accu_query_time 0.34s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 33, rtk_topk 2048, accu_ip_cost 2177659, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.38s,
[2023-05-23 08:17:52.300] [info] queryID 232, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.38s, total_ip_cost 352225239, total_retrieval_time 160.89s
[2023-05-23 08:17:52.335] [info] queryID 233, result_size 1, rtk_topk 1, accu_ip_cost 2160727, accu_query_time 0.04s,
[2023-05-23 08:17:52.370] [info] queryID 233, result_size 1, rtk_topk 2, accu_ip_cost 2174531, accu_query_time 0.07s,
[2023-05-23 08:17:52.405] [info] queryID 233, result_size 3, rtk_topk 4, accu_ip_cost 2188301, accu_query_time 0.11s,
[2023-05-23 08:17:52.441] [info] queryID 233, result_size 16, rtk_topk 8, accu_ip_cost 2189457, accu_query_time 0.14s,
[2023-05-23 08:17:52.476] [info] queryID 233, result_size 36, rtk_topk 16, accu_ip_cost 2189457, accu_query_time 0.18s,
[2023-05-23 08:17:53.965] [info] queryID 233, result_size 129, rtk_topk 32, accu_ip_cost 2189457, accu_query_time 1.66s,
[2023-05-23 08:17:53.965] [info] queryID 233, result_size 129, rtk_topk 32, ip_cost 2189457, query_time 1.66s, total_ip_cost 354414696, total_retrieval_time 162.56s
[2023-05-23 08:17:53.994] [info] queryID 234, result_size 0, rtk_topk 1, accu_ip_cost 1862615, accu_query_time 0.03s,
[2023-05-23 08:17:54.026] [info] queryID 234, result_size 0, rtk_topk 2, accu_ip_cost 1974339, accu_query_time 0.06s,
[2023-05-23 08:17:54.059] [info] queryID 234, result_size 0, rtk_topk 4, accu_ip_cost 2041523, accu_query_time 0.09s,
[2023-05-23 08:17:54.092] [info] queryID 234, result_size 0, rtk_topk 8, accu_ip_cost 2085179, accu_query_time 0.13s,
[2023-05-23 08:17:54.127] [info] queryID 234, result_size 0, rtk_topk 16, accu_ip_cost 2114657, accu_query_time 0.16s,
[2023-05-23 08:17:54.161] [info] queryID 234, result_size 0, rtk_topk 32, accu_ip_cost 2135601, accu_query_time 0.20s,
[2023-05-23 08:17:54.196] [info] queryID 234, result_size 0, rtk_topk 64, accu_ip_cost 2149031, accu_query_time 0.23s,
[2023-05-23 08:17:54.231] [info] queryID 234, result_size 0, rtk_topk 128, accu_ip_cost 2160863, accu_query_time 0.27s,
[2023-05-23 08:17:54.267] [info] queryID 234, result_size 0, rtk_topk 256, accu_ip_cost 2172185, accu_query_time 0.30s,
[2023-05-23 08:17:54.302] [info] queryID 234, result_size 0, rtk_topk 512, accu_ip_cost 2184697, accu_query_time 0.34s,
[2023-05-23 08:17:54.338] [info] queryID 234, result_size 0, rtk_topk 1024, accu_ip_cost 2189457, accu_query_time 0.37s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 24, rtk_topk 2048, accu_ip_cost 2189457, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.41s,
[2023-05-23 08:17:54.373] [info] queryID 234, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.41s, total_ip_cost 354414696, total_retrieval_time 162.96s
[2023-05-23 08:17:54.407] [info] queryID 235, result_size 0, rtk_topk 1, accu_ip_cost 2105851, accu_query_time 0.03s,
[2023-05-23 08:17:54.441] [info] queryID 235, result_size 1, rtk_topk 2, accu_ip_cost 2133697, accu_query_time 0.07s,
[2023-05-23 08:17:54.476] [info] queryID 235, result_size 1, rtk_topk 4, accu_ip_cost 2151105, accu_query_time 0.10s,
[2023-05-23 08:17:54.511] [info] queryID 235, result_size 3, rtk_topk 8, accu_ip_cost 2161747, accu_query_time 0.14s,
[2023-05-23 08:17:54.547] [info] queryID 235, result_size 4, rtk_topk 16, accu_ip_cost 2173035, accu_query_time 0.17s,
[2023-05-23 08:17:54.582] [info] queryID 235, result_size 20, rtk_topk 32, accu_ip_cost 2184221, accu_query_time 0.21s,
[2023-05-23 08:17:54.617] [info] queryID 235, result_size 59, rtk_topk 64, accu_ip_cost 2189457, accu_query_time 0.24s,
[2023-05-23 08:17:54.653] [info] queryID 235, result_size 175, rtk_topk 128, accu_ip_cost 2189457, accu_query_time 0.28s,
[2023-05-23 08:17:54.653] [info] queryID 235, result_size 175, rtk_topk 128, ip_cost 2189457, query_time 0.28s, total_ip_cost 356604153, total_retrieval_time 163.24s
[2023-05-23 08:17:54.684] [info] queryID 236, result_size 0, rtk_topk 1, accu_ip_cost 1931839, accu_query_time 0.03s,
[2023-05-23 08:17:54.716] [info] queryID 236, result_size 0, rtk_topk 2, accu_ip_cost 2020749, accu_query_time 0.06s,
[2023-05-23 08:17:54.749] [info] queryID 236, result_size 0, rtk_topk 4, accu_ip_cost 2073245, accu_query_time 0.10s,
[2023-05-23 08:17:54.783] [info] queryID 236, result_size 0, rtk_topk 8, accu_ip_cost 2106735, accu_query_time 0.13s,
[2023-05-23 08:17:54.817] [info] queryID 236, result_size 0, rtk_topk 16, accu_ip_cost 2129583, accu_query_time 0.16s,
[2023-05-23 08:17:54.852] [info] queryID 236, result_size 0, rtk_topk 32, accu_ip_cost 2145801, accu_query_time 0.20s,
[2023-05-23 08:17:54.887] [info] queryID 236, result_size 0, rtk_topk 64, accu_ip_cost 2157837, accu_query_time 0.23s,
[2023-05-23 08:17:54.922] [info] queryID 236, result_size 0, rtk_topk 128, accu_ip_cost 2168955, accu_query_time 0.27s,
[2023-05-23 08:17:54.958] [info] queryID 236, result_size 0, rtk_topk 256, accu_ip_cost 2180787, accu_query_time 0.31s,
[2023-05-23 08:17:54.994] [info] queryID 236, result_size 0, rtk_topk 512, accu_ip_cost 2189151, accu_query_time 0.34s,
[2023-05-23 08:17:55.029] [info] queryID 236, result_size 17, rtk_topk 1024, accu_ip_cost 2189457, accu_query_time 0.38s,
[2023-05-23 08:17:55.065] [info] queryID 236, result_size 350, rtk_topk 2048, accu_ip_cost 2189457, accu_query_time 0.41s,
[2023-05-23 08:17:55.065] [info] queryID 236, result_size 350, rtk_topk 2048, ip_cost 2189457, query_time 0.41s, total_ip_cost 358793610, total_retrieval_time 163.66s
[2023-05-23 08:17:55.072] [info] queryID 237, result_size 0, rtk_topk 1, accu_ip_cost 452336, accu_query_time 0.01s,
[2023-05-23 08:17:55.082] [info] queryID 237, result_size 0, rtk_topk 2, accu_ip_cost 694110, accu_query_time 0.02s,
[2023-05-23 08:17:55.095] [info] queryID 237, result_size 0, rtk_topk 4, accu_ip_cost 944411, accu_query_time 0.03s,
[2023-05-23 08:17:55.113] [info] queryID 237, result_size 0, rtk_topk 8, accu_ip_cost 1198289, accu_query_time 0.05s,
[2023-05-23 08:17:55.135] [info] queryID 237, result_size 0, rtk_topk 16, accu_ip_cost 1430509, accu_query_time 0.07s,
[2023-05-23 08:17:55.161] [info] queryID 237, result_size 0, rtk_topk 32, accu_ip_cost 1635461, accu_query_time 0.10s,
[2023-05-23 08:17:55.189] [info] queryID 237, result_size 0, rtk_topk 64, accu_ip_cost 1789515, accu_query_time 0.12s,
[2023-05-23 08:17:55.220] [info] queryID 237, result_size 0, rtk_topk 128, accu_ip_cost 1910895, accu_query_time 0.15s,
[2023-05-23 08:17:55.252] [info] queryID 237, result_size 0, rtk_topk 256, accu_ip_cost 1995997, accu_query_time 0.19s,
[2023-05-23 08:17:55.285] [info] queryID 237, result_size 0, rtk_topk 512, accu_ip_cost 2056007, accu_query_time 0.22s,
[2023-05-23 08:17:55.319] [info] queryID 237, result_size 1, rtk_topk 1024, accu_ip_cost 2096365, accu_query_time 0.25s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 1, rtk_topk 2048, accu_ip_cost 2124687, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.29s,
[2023-05-23 08:17:55.353] [info] queryID 237, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.29s, total_ip_cost 358793610, total_retrieval_time 163.94s
[2023-05-23 08:17:55.382] [info] queryID 238, result_size 0, rtk_topk 1, accu_ip_cost 1816715, accu_query_time 0.03s,
[2023-05-23 08:17:55.413] [info] queryID 238, result_size 0, rtk_topk 2, accu_ip_cost 1943025, accu_query_time 0.06s,
[2023-05-23 08:17:55.445] [info] queryID 238, result_size 0, rtk_topk 4, accu_ip_cost 2020919, accu_query_time 0.09s,
[2023-05-23 08:17:55.478] [info] queryID 238, result_size 0, rtk_topk 8, accu_ip_cost 2071885, accu_query_time 0.13s,
[2023-05-23 08:17:55.512] [info] queryID 238, result_size 0, rtk_topk 16, accu_ip_cost 2103709, accu_query_time 0.16s,
[2023-05-23 08:17:55.546] [info] queryID 238, result_size 0, rtk_topk 32, accu_ip_cost 2128189, accu_query_time 0.19s,
[2023-05-23 08:17:55.581] [info] queryID 238, result_size 1, rtk_topk 64, accu_ip_cost 2144135, accu_query_time 0.23s,
[2023-05-23 08:17:55.616] [info] queryID 238, result_size 6, rtk_topk 128, accu_ip_cost 2157191, accu_query_time 0.26s,
[2023-05-23 08:17:55.651] [info] queryID 238, result_size 11, rtk_topk 256, accu_ip_cost 2168275, accu_query_time 0.30s,
[2023-05-23 08:17:55.686] [info] queryID 238, result_size 39, rtk_topk 512, accu_ip_cost 2180379, accu_query_time 0.33s,
[2023-05-23 08:17:55.722] [info] queryID 238, result_size 132, rtk_topk 1024, accu_ip_cost 2189117, accu_query_time 0.37s,
[2023-05-23 08:17:55.722] [info] queryID 238, result_size 132, rtk_topk 1024, ip_cost 2189117, query_time 0.37s, total_ip_cost 360982727, total_retrieval_time 164.31s
[2023-05-23 08:17:55.753] [info] queryID 239, result_size 0, rtk_topk 1, accu_ip_cost 1944827, accu_query_time 0.03s,
[2023-05-23 08:17:55.785] [info] queryID 239, result_size 0, rtk_topk 2, accu_ip_cost 2028365, accu_query_time 0.06s,
[2023-05-23 08:17:55.818] [info] queryID 239, result_size 0, rtk_topk 4, accu_ip_cost 2078447, accu_query_time 0.10s,
[2023-05-23 08:17:55.853] [info] queryID 239, result_size 0, rtk_topk 8, accu_ip_cost 2110237, accu_query_time 0.13s,
[2023-05-23 08:17:55.887] [info] queryID 239, result_size 0, rtk_topk 16, accu_ip_cost 2132473, accu_query_time 0.17s,
[2023-05-23 08:17:55.922] [info] queryID 239, result_size 0, rtk_topk 32, accu_ip_cost 2147263, accu_query_time 0.20s,
[2023-05-23 08:17:55.956] [info] queryID 239, result_size 0, rtk_topk 64, accu_ip_cost 2158891, accu_query_time 0.23s,
[2023-05-23 08:17:55.992] [info] queryID 239, result_size 4, rtk_topk 128, accu_ip_cost 2170349, accu_query_time 0.27s,
[2023-05-23 08:17:56.027] [info] queryID 239, result_size 34, rtk_topk 256, accu_ip_cost 2182215, accu_query_time 0.31s,
[2023-05-23 08:17:56.063] [info] queryID 239, result_size 210, rtk_topk 512, accu_ip_cost 2189321, accu_query_time 0.34s,
[2023-05-23 08:17:56.063] [info] queryID 239, result_size 210, rtk_topk 512, ip_cost 2189321, query_time 0.34s, total_ip_cost 363172048, total_retrieval_time 164.65s
[2023-05-23 08:17:56.091] [info] queryID 240, result_size 0, rtk_topk 1, accu_ip_cost 1809201, accu_query_time 0.03s,
[2023-05-23 08:17:56.122] [info] queryID 240, result_size 0, rtk_topk 2, accu_ip_cost 1937891, accu_query_time 0.06s,
[2023-05-23 08:17:56.155] [info] queryID 240, result_size 0, rtk_topk 4, accu_ip_cost 2017519, accu_query_time 0.09s,
[2023-05-23 08:17:56.188] [info] queryID 240, result_size 0, rtk_topk 8, accu_ip_cost 2069403, accu_query_time 0.13s,
[2023-05-23 08:17:56.222] [info] queryID 240, result_size 0, rtk_topk 16, accu_ip_cost 2102383, accu_query_time 0.16s,
[2023-05-23 08:17:56.256] [info] queryID 240, result_size 0, rtk_topk 32, accu_ip_cost 2127169, accu_query_time 0.19s,
[2023-05-23 08:17:56.291] [info] queryID 240, result_size 0, rtk_topk 64, accu_ip_cost 2143557, accu_query_time 0.23s,
[2023-05-23 08:17:56.326] [info] queryID 240, result_size 0, rtk_topk 128, accu_ip_cost 2156477, accu_query_time 0.26s,
[2023-05-23 08:17:56.361] [info] queryID 240, result_size 1, rtk_topk 256, accu_ip_cost 2167629, accu_query_time 0.30s,
[2023-05-23 08:17:56.396] [info] queryID 240, result_size 8, rtk_topk 512, accu_ip_cost 2179937, accu_query_time 0.33s,
[2023-05-23 08:17:56.432] [info] queryID 240, result_size 26, rtk_topk 1024, accu_ip_cost 2188811, accu_query_time 0.37s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 91, rtk_topk 2048, accu_ip_cost 2189457, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.40s,
[2023-05-23 08:17:56.468] [info] queryID 240, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.40s, total_ip_cost 363172048, total_retrieval_time 165.06s
[2023-05-23 08:17:56.499] [info] queryID 241, result_size 0, rtk_topk 1, accu_ip_cost 1967165, accu_query_time 0.03s,
[2023-05-23 08:17:56.532] [info] queryID 241, result_size 0, rtk_topk 2, accu_ip_cost 2042135, accu_query_time 0.06s,
[2023-05-23 08:17:56.566] [info] queryID 241, result_size 0, rtk_topk 4, accu_ip_cost 2087015, accu_query_time 0.10s,
[2023-05-23 08:17:56.600] [info] queryID 241, result_size 0, rtk_topk 8, accu_ip_cost 2117037, accu_query_time 0.13s,
[2023-05-23 08:17:56.634] [info] queryID 241, result_size 0, rtk_topk 16, accu_ip_cost 2137063, accu_query_time 0.17s,
[2023-05-23 08:17:56.669] [info] queryID 241, result_size 1, rtk_topk 32, accu_ip_cost 2150629, accu_query_time 0.20s,
[2023-05-23 08:17:56.704] [info] queryID 241, result_size 2, rtk_topk 64, accu_ip_cost 2161951, accu_query_time 0.24s,
[2023-05-23 08:17:56.739] [info] queryID 241, result_size 16, rtk_topk 128, accu_ip_cost 2172627, accu_query_time 0.27s,
[2023-05-23 08:17:56.774] [info] queryID 241, result_size 76, rtk_topk 256, accu_ip_cost 2185071, accu_query_time 0.31s,
[2023-05-23 08:17:58.260] [info] queryID 241, result_size 272, rtk_topk 512, accu_ip_cost 2189457, accu_query_time 1.79s,
[2023-05-23 08:17:58.260] [info] queryID 241, result_size 272, rtk_topk 512, ip_cost 2189457, query_time 1.79s, total_ip_cost 365361505, total_retrieval_time 166.85s
[2023-05-23 08:17:58.293] [info] queryID 242, result_size 0, rtk_topk 1, accu_ip_cost 2034247, accu_query_time 0.03s,
[2023-05-23 08:17:58.326] [info] queryID 242, result_size 0, rtk_topk 2, accu_ip_cost 2085281, accu_query_time 0.07s,
[2023-05-23 08:17:58.361] [info] queryID 242, result_size 0, rtk_topk 4, accu_ip_cost 2117037, accu_query_time 0.10s,
[2023-05-23 08:17:58.395] [info] queryID 242, result_size 0, rtk_topk 8, accu_ip_cost 2137607, accu_query_time 0.13s,
[2023-05-23 08:17:58.430] [info] queryID 242, result_size 0, rtk_topk 16, accu_ip_cost 2151853, accu_query_time 0.17s,
[2023-05-23 08:17:58.465] [info] queryID 242, result_size 0, rtk_topk 32, accu_ip_cost 2163039, accu_query_time 0.20s,
[2023-05-23 08:17:58.500] [info] queryID 242, result_size 0, rtk_topk 64, accu_ip_cost 2173375, accu_query_time 0.24s,
[2023-05-23 08:17:58.536] [info] queryID 242, result_size 0, rtk_topk 128, accu_ip_cost 2185037, accu_query_time 0.28s,
[2023-05-23 08:17:58.572] [info] queryID 242, result_size 1, rtk_topk 256, accu_ip_cost 2189457, accu_query_time 0.31s,
[2023-05-23 08:17:58.608] [info] queryID 242, result_size 35, rtk_topk 512, accu_ip_cost 2189457, accu_query_time 0.35s,
[2023-05-23 08:18:00.104] [info] queryID 242, result_size 519, rtk_topk 1024, accu_ip_cost 2189457, accu_query_time 1.84s,
[2023-05-23 08:18:00.104] [info] queryID 242, result_size 519, rtk_topk 1024, ip_cost 2189457, query_time 1.84s, total_ip_cost 367550962, total_retrieval_time 168.69s
[2023-05-23 08:18:00.136] [info] queryID 243, result_size 0, rtk_topk 1, accu_ip_cost 2019899, accu_query_time 0.03s,
[2023-05-23 08:18:00.169] [info] queryID 243, result_size 0, rtk_topk 2, accu_ip_cost 2075557, accu_query_time 0.07s,
[2023-05-23 08:18:00.203] [info] queryID 243, result_size 0, rtk_topk 4, accu_ip_cost 2110747, accu_query_time 0.10s,
[2023-05-23 08:18:00.238] [info] queryID 243, result_size 0, rtk_topk 8, accu_ip_cost 2133799, accu_query_time 0.13s,
[2023-05-23 08:18:00.273] [info] queryID 243, result_size 0, rtk_topk 16, accu_ip_cost 2148385, accu_query_time 0.17s,
[2023-05-23 08:18:00.308] [info] queryID 243, result_size 0, rtk_topk 32, accu_ip_cost 2159707, accu_query_time 0.20s,
[2023-05-23 08:18:00.343] [info] queryID 243, result_size 0, rtk_topk 64, accu_ip_cost 2170791, accu_query_time 0.24s,
[2023-05-23 08:18:00.378] [info] queryID 243, result_size 8, rtk_topk 128, accu_ip_cost 2182521, accu_query_time 0.27s,
[2023-05-23 08:18:00.414] [info] queryID 243, result_size 67, rtk_topk 256, accu_ip_cost 2189423, accu_query_time 0.31s,
[2023-05-23 08:18:00.450] [info] queryID 243, result_size 317, rtk_topk 512, accu_ip_cost 2189457, accu_query_time 0.35s,
[2023-05-23 08:18:00.450] [info] queryID 243, result_size 317, rtk_topk 512, ip_cost 2189457, query_time 0.35s, total_ip_cost 369740419, total_retrieval_time 169.04s
[2023-05-23 08:18:00.481] [info] queryID 244, result_size 0, rtk_topk 1, accu_ip_cost 1956557, accu_query_time 0.03s,
[2023-05-23 08:18:00.514] [info] queryID 244, result_size 0, rtk_topk 2, accu_ip_cost 2035029, accu_query_time 0.06s,
[2023-05-23 08:18:00.547] [info] queryID 244, result_size 0, rtk_topk 4, accu_ip_cost 2082663, accu_query_time 0.10s,
[2023-05-23 08:18:00.581] [info] queryID 244, result_size 0, rtk_topk 8, accu_ip_cost 2113501, accu_query_time 0.13s,
[2023-05-23 08:18:00.616] [info] queryID 244, result_size 0, rtk_topk 16, accu_ip_cost 2134615, accu_query_time 0.17s,
[2023-05-23 08:18:00.651] [info] queryID 244, result_size 0, rtk_topk 32, accu_ip_cost 2148623, accu_query_time 0.20s,
[2023-05-23 08:18:00.686] [info] queryID 244, result_size 0, rtk_topk 64, accu_ip_cost 2160421, accu_query_time 0.24s,
[2023-05-23 08:18:00.722] [info] queryID 244, result_size 1, rtk_topk 128, accu_ip_cost 2171573, accu_query_time 0.27s,
[2023-05-23 08:18:00.757] [info] queryID 244, result_size 8, rtk_topk 256, accu_ip_cost 2183949, accu_query_time 0.31s,
[2023-05-23 08:18:00.793] [info] queryID 244, result_size 66, rtk_topk 512, accu_ip_cost 2189389, accu_query_time 0.34s,
[2023-05-23 08:18:03.655] [info] queryID 244, result_size 457, rtk_topk 1024, accu_ip_cost 2189457, accu_query_time 3.21s,
[2023-05-23 08:18:03.655] [info] queryID 244, result_size 457, rtk_topk 1024, ip_cost 2189457, query_time 3.21s, total_ip_cost 371929876, total_retrieval_time 172.25s
[2023-05-23 08:18:03.690] [info] queryID 245, result_size 0, rtk_topk 1, accu_ip_cost 2104015, accu_query_time 0.03s,
[2023-05-23 08:18:03.724] [info] queryID 245, result_size 0, rtk_topk 2, accu_ip_cost 2132813, accu_query_time 0.07s,
[2023-05-23 08:18:03.759] [info] queryID 245, result_size 0, rtk_topk 4, accu_ip_cost 2150459, accu_query_time 0.10s,
[2023-05-23 08:18:03.794] [info] queryID 245, result_size 0, rtk_topk 8, accu_ip_cost 2161135, accu_query_time 0.14s,
[2023-05-23 08:18:03.829] [info] queryID 245, result_size 0, rtk_topk 16, accu_ip_cost 2172525, accu_query_time 0.17s,
[2023-05-23 08:18:03.865] [info] queryID 245, result_size 1, rtk_topk 32, accu_ip_cost 2183303, accu_query_time 0.21s,
[2023-05-23 08:18:03.901] [info] queryID 245, result_size 27, rtk_topk 64, accu_ip_cost 2189457, accu_query_time 0.25s,
[2023-05-23 08:18:03.937] [info] queryID 245, result_size 438, rtk_topk 128, accu_ip_cost 2189457, accu_query_time 0.28s,
[2023-05-23 08:18:03.937] [info] queryID 245, result_size 438, rtk_topk 128, ip_cost 2189457, query_time 0.28s, total_ip_cost 374119333, total_retrieval_time 172.53s
[2023-05-23 08:18:03.960] [info] queryID 246, result_size 0, rtk_topk 1, accu_ip_cost 1495449, accu_query_time 0.02s,
[2023-05-23 08:18:03.987] [info] queryID 246, result_size 0, rtk_topk 2, accu_ip_cost 1709173, accu_query_time 0.05s,
[2023-05-23 08:18:04.016] [info] queryID 246, result_size 0, rtk_topk 4, accu_ip_cost 1853605, accu_query_time 0.08s,
[2023-05-23 08:18:04.047] [info] queryID 246, result_size 0, rtk_topk 8, accu_ip_cost 1954347, accu_query_time 0.11s,
[2023-05-23 08:18:04.080] [info] queryID 246, result_size 0, rtk_topk 16, accu_ip_cost 2023979, accu_query_time 0.14s,
[2023-05-23 08:18:04.113] [info] queryID 246, result_size 0, rtk_topk 32, accu_ip_cost 2071375, accu_query_time 0.18s,
[2023-05-23 08:18:04.147] [info] queryID 246, result_size 0, rtk_topk 64, accu_ip_cost 2104389, accu_query_time 0.21s,
[2023-05-23 08:18:04.182] [info] queryID 246, result_size 0, rtk_topk 128, accu_ip_cost 2128087, accu_query_time 0.24s,
[2023-05-23 08:18:04.216] [info] queryID 246, result_size 0, rtk_topk 256, accu_ip_cost 2144305, accu_query_time 0.28s,
[2023-05-23 08:18:04.251] [info] queryID 246, result_size 0, rtk_topk 512, accu_ip_cost 2157701, accu_query_time 0.31s,
[2023-05-23 08:18:04.286] [info] queryID 246, result_size 1, rtk_topk 1024, accu_ip_cost 2170451, accu_query_time 0.35s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 1, rtk_topk 2048, accu_ip_cost 2183405, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 4096, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 8192, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 16384, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 32768, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 65536, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 131072, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 159585, accu_ip_cost 0, accu_query_time 0.39s,
[2023-05-23 08:18:04.322] [info] queryID 246, result_size 0, rtk_topk 159585, ip_cost 0, query_time 0.39s, total_ip_cost 374119333, total_retrieval_time 172.91s
[2023-05-23 08:18:04.356] [info] queryID 247, result_size 1, rtk_topk 1, accu_ip_cost 2129923, accu_query_time 0.03s,
[2023-05-23 08:18:04.391] [info] queryID 247, result_size 1, rtk_topk 2, accu_ip_cost 2150017, accu_query_time 0.07s,
